product,Period,rating,polarity,trendCoeff,trendLine
B00G9WHN12,2013-12,1.0,1.0,-0.006999409785588457,0.9499592463936015
B00G9WHN12,2014-01,0.875,0.875,-0.006999409785588457,0.9429598366080131
B00G9WHN12,2014-02,0.9083333333333334,0.9166666666666666,-0.006999409785588457,0.9359604268224246
B00G9WHN12,2014-03,0.9333333333333333,1.0,-0.006999409785588457,0.9289610170368362
B00G9WHN12,2014-04,0.9294117647058824,0.9411764705882353,-0.006999409785588457,0.9219616072512477
B00G9WHN12,2014-05,0.9245901639344263,0.9180327868852459,-0.006999409785588457,0.9149621974656592
B00G9WHN12,2014-06,0.9023255813953488,0.8488372093023255,-0.006999409785588457,0.9079627876800708
B00G9WHN12,2014-07,0.9386363636363637,0.8636363636363636,-0.006999409785588457,0.9009633778944823
B00G9WHN12,2014-08,0.9447368421052632,0.8947368421052632,-0.006999409785588457,0.8939639681088939
B00G9WHN12,2014-09,0.9241379310344827,0.9224137931034483,-0.006999409785588457,0.8869645583233055
B00G9WHN12,2014-10,0.9260273972602739,0.9041095890410958,-0.006999409785588457,0.8799651485377169
B00G9WHN12,2014-11,0.9244444444444444,0.9333333333333333,-0.006999409785588457,0.8729657387521285
B00G9WHN12,2014-12,0.8594594594594595,0.7567567567567568,-0.006999409785588457,0.86596632896654
B00G9WHN12,2015-01,0.9137931034482758,0.9137931034482759,-0.006999409785588457,0.8589669191809516
B00G9WHN12,2015-02,0.9102040816326531,0.8163265306122449,-0.006999409785588457,0.8519675093953631
B00G9WHN12,2015-03,0.8823529411764707,0.8431372549019608,-0.006999409785588457,0.8449680996097747
B00G9WHN12,2015-04,0.8677966101694915,0.8135593220338984,-0.006999409785588457,0.8379686898241863
B00G9WHN12,2015-05,0.9270833333333334,0.7916666666666666,-0.006999409785588457,0.8309692800385977
B00G9WHN12,2015-06,0.9492063492063492,0.873015873015873,-0.006999409785588457,0.8239698702530093
B00G9WHN12,2015-07,0.9409836065573771,0.8524590163934426,-0.006999409785588457,0.8169704604674208
B00G9WHN12,2015-08,0.903448275862069,0.7931034482758621,-0.006999409785588457,0.8099710506818324
B00G9WHN12,2015-09,0.8851063829787235,0.8723404255319149,-0.006999409785588457,0.802971640896244
B00G9WHN12,2015-10,0.8652173913043478,0.782608695652174,-0.006999409785588457,0.7959722311106554
B00G9WHN12,2015-11,0.825,0.75,-0.006999409785588457,0.7889728213250671
B00G9WHN12,2015-12,0.8850746268656715,0.7910447761194029,-0.006999409785588457,0.7819734115394785
B00G9WHN12,2016-01,0.8695652173913043,0.7934782608695652,-0.006999409785588457,0.7749740017538901
B00G9WHN12,2016-02,0.874074074074074,0.7901234567901234,-0.006999409785588457,0.7679745919683016
B00G9WHN12,2016-03,0.8612244897959183,0.8367346938775511,-0.006999409785588457,0.7609751821827132
B00G9WHN12,2016-04,0.8928571428571429,0.8571428571428571,-0.006999409785588457,0.7539757723971248
B00G9WHN12,2016-05,0.8485436893203884,0.8155339805825242,-0.006999409785588457,0.7469763626115362
B00G9WHN12,2016-06,0.7793814432989691,0.711340206185567,-0.006999409785588457,0.7399769528259478
B00G9WHN12,2016-07,0.7917525773195877,0.7422680412371134,-0.006999409785588457,0.7329775430403593
B00G9WHN12,2016-08,0.7454545454545454,0.6704545454545454,-0.006999409785588457,0.7259781332547709
B00G9WHN12,2016-09,0.7383177570093458,0.6635514018691588,-0.006999409785588457,0.7189787234691825
B00G9WHN12,2016-10,0.7043478260869566,0.6173913043478261,-0.006999409785588457,0.711979313683594
B00G9WHN12,2016-11,0.803448275862069,0.7241379310344828,-0.006999409785588457,0.7049799038980056
B00G9WHN12,2016-12,0.7692307692307693,0.7307692307692307,-0.006999409785588457,0.697980494112417
B00G9WHN12,2017-01,0.724,0.66,-0.006999409785588457,0.6909810843268286
B00G9WHN12,2017-02,0.7419354838709677,0.6129032258064516,-0.006999409785588457,0.6839816745412401
B00G9WHN12,2017-03,0.7931034482758621,0.6551724137931034,-0.006999409785588457,0.6769822647556517
B00G9WHN12,2017-04,0.8,0.72,-0.006999409785588457,0.6699828549700633
B00G9WHN12,2017-05,0.7727272727272727,0.6363636363636364,-0.006999409785588457,0.6629834451844747
B00G9WHN12,2017-06,0.7428571428571429,0.7142857142857143,-0.006999409785588457,0.6559840353988864
B00G9WHN12,2017-07,0.6666666666666667,0.42857142857142855,-0.006999409785588457,0.6489846256132978
B00G9WHN12,2017-08,0.7142857142857143,0.5714285714285714,-0.006999409785588457,0.6419852158277094
B00G9WHN12,2017-09,0.7142857142857143,0.5714285714285714,-0.006999409785588457,0.634985806042121
B00G9WHN12,2017-10,0.74,0.65,-0.006999409785588457,0.6279863962565325
B00G9WHN12,2017-11,0.72,0.6,-0.006999409785588457,0.6209869864709441
B00G9WHN12,2017-12,0.8800000000000001,0.8666666666666667,-0.006999409785588457,0.6139875766853555
B00G9WHN12,2018-01,0.6533333333333333,0.6666666666666666,-0.006999409785588457,0.6069881668997672
B00G9WHN12,2018-02,0.7473684210526316,0.7368421052631579,-0.006999409785588457,0.5999887571141787
B00G9WHN12,2018-03,0.8,0.6666666666666666,-0.006999409785588457,0.5929893473285902
B00G9WHN12,2018-04,0.8142857142857143,0.75,-0.006999409785588457,0.5859899375430018
B00G9WHN12,2018-05,0.6166666666666667,0.4166666666666667,-0.006999409785588457,0.5789905277574132
B00G9WHN12,2018-06,0.6727272727272727,0.5454545454545454,-0.006999409785588457,0.5719911179718249
B00G9WHN12,2018-07,0.6799999999999999,0.6,-0.006999409785588457,0.5649917081862363
B00G9WHN12,2018-08,0.4,0.0,-0.006999409785588457,0.5579922984006479
B00G9WHN12,2018-09,0.6222222222222222,0.3333333333333333,-0.006999409785588457,0.5509928886150595
B00G9WHN12,2018-10,0.5714285714285714,0.2857142857142857,-0.006999409785588457,0.543993478829471
B00G9WHN12,2018-11,0.8,0.5555555555555556,-0.006999409785588457,0.5369940690438826
B00G9WHN12,2018-12,0.9045454545454545,0.75,-0.006999409785588457,0.529994659258294
B00G9WHN12,2019-01,0.8876712328767123,0.7808219178082192,-0.006999409785588457,0.5229952494727057
B00G9WHN12,2019-02,0.9135135135135135,0.6891891891891891,-0.006999409785588457,0.5159958396871172
B00G9WHN12,2019-03,0.8566666666666667,0.6666666666666666,-0.006999409785588457,0.5089964299015287
B00G9WHN12,2019-04,0.8875,0.4375,-0.006999409785588457,0.5019970201159403
B00KWHJY7Q,2014-10,0.925,1.0,-0.0026786635306909226,0.958417671155781
B00KWHJY7Q,2014-11,0.9529411764705882,0.8235294117647058,-0.0026786635306909226,0.9557390076250901
B00KWHJY7Q,2014-12,0.9785714285714286,1.0,-0.0026786635306909226,0.9530603440943992
B00KWHJY7Q,2015-01,0.9655172413793103,0.9655172413793104,-0.0026786635306909226,0.9503816805637083
B00KWHJY7Q,2015-02,0.9771428571428572,0.9428571428571428,-0.0026786635306909226,0.9477030170330173
B00KWHJY7Q,2015-03,0.95,0.875,-0.0026786635306909226,0.9450243535023264
B00KWHJY7Q,2015-04,0.968627450980392,0.9607843137254902,-0.0026786635306909226,0.9423456899716355
B00KWHJY7Q,2015-05,0.9563218390804599,0.9080459770114943,-0.0026786635306909226,0.9396670264409446
B00KWHJY7Q,2015-06,0.9682926829268294,0.926829268292683,-0.0026786635306909226,0.9369883629102537
B00KWHJY7Q,2015-07,0.9644859813084112,0.9252336448598131,-0.0026786635306909226,0.9343096993795628
B00KWHJY7Q,2015-08,0.953956834532374,0.9280575539568345,-0.0026786635306909226,0.9316310358488717
B00KWHJY7Q,2015-09,0.9621212121212122,0.8939393939393939,-0.0026786635306909226,0.9289523723181808
B00KWHJY7Q,2015-10,0.9564625850340136,0.9183673469387755,-0.0026786635306909226,0.9262737087874899
B00KWHJY7Q,2015-11,0.9515527950310559,0.9316770186335404,-0.0026786635306909226,0.923595045256799
B00KWHJY7Q,2015-12,0.9542483660130718,0.9084967320261438,-0.0026786635306909226,0.9209163817261081
B00KWHJY7Q,2016-01,0.9572413793103449,0.896551724137931,-0.0026786635306909226,0.9182377181954172
B00KWHJY7Q,2016-02,0.9473684210526315,0.9035087719298246,-0.0026786635306909226,0.9155590546647263
B00KWHJY7Q,2016-03,0.9410852713178295,0.8992248062015504,-0.0026786635306909226,0.9128803911340353
B00KWHJY7Q,2016-04,0.920388349514563,0.912621359223301,-0.0026786635306909226,0.9102017276033444
B00KWHJY7Q,2016-05,0.9425925925925925,0.8796296296296297,-0.0026786635306909226,0.9075230640726535
B00KWHJY7Q,2016-06,0.9076923076923077,0.8461538461538461,-0.0026786635306909226,0.9048444005419626
B00KWHJY7Q,2016-07,0.9294117647058824,0.8823529411764706,-0.0026786635306909226,0.9021657370112717
B00KWHJY7Q,2016-08,0.9517857142857142,0.9553571428571429,-0.0026786635306909226,0.8994870734805808
B00KWHJY7Q,2016-09,0.9291139240506329,0.9240506329113924,-0.0026786635306909226,0.8968084099498899
B00KWHJY7Q,2016-10,0.9448717948717948,0.9038461538461539,-0.0026786635306909226,0.8941297464191988
B00KWHJY7Q,2016-11,0.9565217391304348,0.8695652173913043,-0.0026786635306909226,0.8914510828885079
B00KWHJY7Q,2016-12,0.9313131313131313,0.9191919191919192,-0.0026786635306909226,0.888772419357817
B00KWHJY7Q,2017-01,0.9432432432432432,0.9324324324324325,-0.0026786635306909226,0.8860937558271261
B00KWHJY7Q,2017-02,0.9560975609756097,0.9146341463414634,-0.0026786635306909226,0.8834150922964352
B00KWHJY7Q,2017-03,0.9663366336633663,0.9405940594059405,-0.0026786635306909226,0.8807364287657443
B00KWHJY7Q,2017-04,0.9621052631578948,0.9157894736842105,-0.0026786635306909226,0.8780577652350533
B00KWHJY7Q,2017-05,0.9538461538461538,0.9340659340659341,-0.0026786635306909226,0.8753791017043624
B00KWHJY7Q,2017-06,0.9418803418803419,0.9316239316239316,-0.0026786635306909226,0.8727004381736715
B00KWHJY7Q,2017-07,0.95,0.8875,-0.0026786635306909226,0.8700217746429806
B00KWHJY7Q,2017-08,0.9618181818181819,0.9636363636363636,-0.0026786635306909226,0.8673431111122897
B00KWHJY7Q,2017-09,0.9428571428571428,0.9172932330827067,-0.0026786635306909226,0.8646644475815988
B00KWHJY7Q,2017-10,0.9351851851851851,0.8796296296296297,-0.0026786635306909226,0.8619857840509078
B00KWHJY7Q,2017-11,0.9523178807947019,0.9072847682119205,-0.0026786635306909226,0.8593071205202168
B00KWHJY7Q,2017-12,0.9537190082644628,0.8181818181818182,-0.0026786635306909226,0.8566284569895259
B00KWHJY7Q,2018-01,0.9471153846153847,0.8798076923076923,-0.0026786635306909226,0.853949793458835
B00KWHJY7Q,2018-02,0.9255474452554745,0.8905109489051095,-0.0026786635306909226,0.8512711299281441
B00KWHJY7Q,2018-03,0.9204081632653061,0.8469387755102041,-0.0026786635306909226,0.8485924663974532
B00KWHJY7Q,2018-04,0.9092592592592593,0.8518518518518519,-0.0026786635306909226,0.8459138028667623
B00KWHJY7Q,2018-05,0.9166666666666666,0.8666666666666667,-0.0026786635306909226,0.8432351393360713
B00KWHJY7Q,2018-06,0.9414634146341463,0.9024390243902439,-0.0026786635306909226,0.8405564758053804
B00KWHJY7Q,2018-07,0.9268292682926829,0.8292682926829268,-0.0026786635306909226,0.8378778122746895
B00KWHJY7Q,2018-08,0.9416666666666667,0.8333333333333334,-0.0026786635306909226,0.8351991487439986
B00KWHJY7Q,2018-09,0.8421052631578947,0.7368421052631579,-0.0026786635306909226,0.8325204852133077
B00KWHJY7Q,2018-10,0.8300000000000001,0.7,-0.0026786635306909226,0.8298418216826168
B00KWHJY7Q,2018-11,0.9438596491228071,0.8771929824561403,-0.0026786635306909226,0.8271631581519259
B00KWHJY7Q,2018-12,0.9192660550458716,0.7522935779816514,-0.0026786635306909226,0.8244844946212349
B00KWHJY7Q,2019-01,0.9470588235294117,0.7867647058823529,-0.0026786635306909226,0.821805831090544
B00KWHJY7Q,2019-02,0.9384615384615385,0.8153846153846154,-0.0026786635306909226,0.819127167559853
B00KWHJY7Q,2019-03,0.9105263157894736,0.7894736842105263,-0.0026786635306909226,0.8164485040291621
B00KWHJY7Q,2019-04,0.8400000000000001,0.7333333333333333,-0.0026786635306909226,0.8137698404984712
B00Z8X34QG,2015-07,0.8857142857142858,0.8571428571428571,-0.001993574677861376,0.8418520162225025
B00Z8X34QG,2015-08,0.9,0.9166666666666666,-0.001993574677861376,0.8398584415446411
B00Z8X34QG,2015-09,0.9066666666666666,0.8533333333333334,-0.001993574677861376,0.8378648668667797
B00Z8X34QG,2015-10,0.8807017543859649,0.8070175438596491,-0.001993574677861376,0.8358712921889184
B00Z8X34QG,2015-11,0.8960629921259843,0.7874015748031497,-0.001993574677861376,0.833877717511057
B00Z8X34QG,2015-12,0.8890052356020943,0.8010471204188482,-0.001993574677861376,0.8318841428331956
B00Z8X34QG,2016-01,0.8962264150943395,0.7877358490566038,-0.001993574677861376,0.8298905681553342
B00Z8X34QG,2016-02,0.9005847953216375,0.783625730994152,-0.001993574677861376,0.8278969934774729
B00Z8X34QG,2016-03,0.8905982905982907,0.8461538461538461,-0.001993574677861376,0.8259034187996115
B00Z8X34QG,2016-04,0.8776859504132231,0.8099173553719008,-0.001993574677861376,0.8239098441217501
B00Z8X34QG,2016-05,0.8732142857142857,0.8214285714285714,-0.001993574677861376,0.8219162694438887
B00Z8X34QG,2016-06,0.8702127659574469,0.7978723404255319,-0.001993574677861376,0.8199226947660274
B00Z8X34QG,2016-07,0.9020408163265307,0.7857142857142857,-0.001993574677861376,0.817929120088166
B00Z8X34QG,2016-08,0.9227272727272726,0.8295454545454546,-0.001993574677861376,0.8159355454103046
B00Z8X34QG,2016-09,0.880952380952381,0.8095238095238095,-0.001993574677861376,0.8139419707324432
B00Z8X34QG,2016-10,0.9138211382113821,0.8048780487804879,-0.001993574677861376,0.8119483960545819
B00Z8X34QG,2016-11,0.8589473684210527,0.8052631578947368,-0.001993574677861376,0.8099548213767205
B00Z8X34QG,2016-12,0.9086092715231787,0.8410596026490066,-0.001993574677861376,0.807961246698859
B00Z8X34QG,2017-01,0.9070175438596492,0.8596491228070176,-0.001993574677861376,0.8059676720209977
B00Z8X34QG,2017-02,0.8934306569343067,0.8102189781021898,-0.001993574677861376,0.8039740973431364
B00Z8X34QG,2017-03,0.8949494949494949,0.8484848484848485,-0.001993574677861376,0.801980522665275
B00Z8X34QG,2017-04,0.9238095238095237,0.7619047619047619,-0.001993574677861376,0.7999869479874135
B00Z8X34QG,2017-05,0.8960000000000001,0.78,-0.001993574677861376,0.7979933733095522
B00Z8X34QG,2017-06,0.8773333333333333,0.7733333333333333,-0.001993574677861376,0.7959997986316909
B00Z8X34QG,2017-07,0.8800000000000001,0.7636363636363637,-0.001993574677861376,0.7940062239538295
B00Z8X34QG,2017-08,0.8845070422535212,0.7887323943661971,-0.001993574677861376,0.792012649275968
B00Z8X34QG,2017-09,0.8871287128712873,0.7722772277227723,-0.001993574677861376,0.7900190745981067
B00Z8X34QG,2017-10,0.9,0.7625,-0.001993574677861376,0.7880254999202454
B00Z8X34QG,2017-11,0.8961038961038961,0.8701298701298701,-0.001993574677861376,0.786031925242384
B00Z8X34QG,2017-12,0.925,0.825,-0.001993574677861376,0.7840383505645225
B00Z8X34QG,2018-01,0.9333333333333333,0.8166666666666667,-0.001993574677861376,0.7820447758866612
B00Z8X34QG,2018-02,0.8876712328767123,0.8082191780821918,-0.001993574677861376,0.7800512012087999
B00Z8X34QG,2018-03,0.9130434782608695,0.8695652173913043,-0.001993574677861376,0.7780576265309385
B00Z8X34QG,2018-04,0.9047619047619048,0.8412698412698413,-0.001993574677861376,0.776064051853077
B00Z8X34QG,2018-05,0.9020408163265307,0.7551020408163265,-0.001993574677861376,0.7740704771752157
B00Z8X34QG,2018-06,0.930232558139535,0.7906976744186046,-0.001993574677861376,0.7720769024973544
B00Z8X34QG,2018-07,0.9170731707317072,0.8536585365853658,-0.001993574677861376,0.770083327819493
B00Z8X34QG,2018-08,0.8473684210526315,0.6578947368421053,-0.001993574677861376,0.7680897531416315
B00Z8X34QG,2018-09,0.9,0.7916666666666666,-0.001993574677861376,0.7660961784637702
B00Z8X34QG,2018-10,0.8235294117647058,0.7941176470588235,-0.001993574677861376,0.7641026037859089
B00Z8X34QG,2018-11,0.8827586206896552,0.6724137931034483,-0.001993574677861376,0.7621090291080475
B00Z8X34QG,2018-12,0.9082191780821918,0.7123287671232876,-0.001993574677861376,0.760115454430186
B00Z8X34QG,2019-01,0.9100775193798449,0.6821705426356589,-0.001993574677861376,0.7581218797523247
B00Z8X34QG,2019-02,0.9384615384615385,0.7153846153846154,-0.001993574677861376,0.7561283050744634
B00Z8X34QG,2019-03,0.9038759689922481,0.7286821705426356,-0.001993574677861376,0.754134730396602
B00Z8X34QG,2019-04,0.9513513513513514,0.8108108108108109,-0.001993574677861376,0.7521411557187405
B01ETRGE7M,2017-11,0.968627450980392,0.9411764705882353,-0.007061938583785534,0.9525950284295641
B01ETRGE7M,2017-12,0.9617977528089888,0.9101123595505618,-0.007061938583785534,0.9455330898457786
B01ETRGE7M,2018-01,0.9603550295857989,0.9349112426035503,-0.007061938583785534,0.9384711512619931
B01ETRGE7M,2018-02,0.9716981132075471,0.9433962264150944,-0.007061938583785534,0.9314092126782075
B01ETRGE7M,2018-03,0.9518324607329843,0.9109947643979057,-0.007061938583785534,0.924347274094422
B01ETRGE7M,2018-04,0.961111111111111,0.9444444444444444,-0.007061938583785534,0.9172853355106364
B01ETRGE7M,2018-05,0.951923076923077,0.9134615384615384,-0.007061938583785534,0.910223396926851
B01ETRGE7M,2018-06,0.9483333333333333,0.925,-0.007061938583785534,0.9031614583430654
B01ETRGE7M,2018-07,0.9588235294117646,0.9411764705882353,-0.007061938583785534,0.8960995197592798
B01ETRGE7M,2018-08,0.9622857142857143,0.9085714285714286,-0.007061938583785534,0.8890375811754943
B01ETRGE7M,2018-09,0.9407407407407407,0.9222222222222223,-0.007061938583785534,0.8819756425917088
B01ETRGE7M,2018-10,0.897872340425532,0.8475177304964538,-0.007061938583785534,0.8749137040079232
B01ETRGE7M,2018-11,0.8652591170825336,0.7946257197696737,-0.007061938583785534,0.8678517654241377
B01ETRGE7M,2018-12,0.8974219810040707,0.841248303934871,-0.007061938583785534,0.8607898268403522
B01ETRGE7M,2019-01,0.9148775894538608,0.8531073446327684,-0.007061938583785534,0.8537278882565666
B01ETRGE7M,2019-02,0.9193612774451096,0.8403193612774451,-0.007061938583785534,0.8466659496727811
B01ETRGE7M,2019-03,0.9120234604105573,0.8592375366568915,-0.007061938583785534,0.8396040110889955
B01ETRGE7M,2019-04,0.8909090909090909,0.8347107438016529,-0.007061938583785534,0.8325420725052101
